"a_in","a_out","b_in","b_out","num_common_outbound_neighbours","num_common_inbound_neighbours","num_common_a_out_b_in_neighbours","b_to_a_exists","mutual_following_a"
13,54,860,41,3,5,9,0,9
51,155,12,0,0,1,0,0,39
39,193,47,0,0,0,0,0,25
8,96,109,0,0,0,0,0,7
436,12183,1,0,0,0,0,0,432
213,932,1,0,0,0,0,0,207
39,306,12,112,19,1,2,1,29
739,13,101,0,0,49,7,0,7
50,435,9,0,0,0,0,0,34
8,124,18,0,0,0,0,0,6
316,14468,1,0,0,1,1,0,309
5,93,252,5309,1,0,0,1,5
1,0,1,0,0,0,0,0,0
119,587,216,0,0,35,36,0,112
67,874,4,0,0,0,0,0,32
27,262,12,0,0,3,3,0,15
6,111,2,0,0,0,0,0,4
20,211,79,0,0,1,4,0,16
6,668,1,0,0,0,0,0,6
34,286,1,0,0,0,0,0,19
211,156,36,0,0,18,7,0,44
28,51,328,1,0,0,1,0,20
67,2336,1,0,0,0,0,0,62
38,271,3035,3,1,9,19,0,28
53,147,2098,100,2,24,5,0,11
4,39,14,0,0,0,0,0,3
2,6,2,0,0,0,0,0,2
24,65,1,0,0,0,0,0,19
11,70,3,0,0,0,0,0,9
253,2083,493,0,0,103,128,0,248
12,88,38,0,0,1,0,0,6
17,50,14,0,0,0,0,0,13
640,35317,38,0,0,27,28,0,630
204,1758,1,0,0,1,1,0,174
2,98,373,25,1,0,1,0,2
1,0,3,0,0,1,0,0,0
2,0,1,0,0,0,0,0,0
1,2,3,0,0,0,0,0,0
30,91,1,0,0,0,0,0,14
1,1,2,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
115,3140,80,0,0,27,25,0,99
1,0,1,0,0,0,0,0,0
30,87,189,381,6,4,3,1,12
1,2,37,449,0,0,0,1,1
70,4,1592,162,2,48,1,1,2
35,1281,10,0,0,1,1,0,24
6,114,1,0,0,0,0,0,5
48,179,13,0,0,2,1,0,27
3,14,1,0,0,1,1,0,1
17,107,4,0,0,1,0,0,7
112,302,281,0,0,51,52,0,94
30,28,628,0,0,2,3,0,7
253,530,1,0,0,0,0,0,168
19,75,17,0,0,5,4,0,9
113,126,1117,124,6,35,17,0,16
5,20,22,0,0,0,0,0,3
17,0,2,0,0,0,0,0,0
187,10934,1,0,0,0,0,0,184
46,5772,12,0,0,0,0,0,28
5,97,1,0,0,0,1,0,5
60,97,199,0,0,11,1,0,21
82,266,107,0,0,12,6,0,63
12,1176,1,0,0,0,0,0,9
190,388,113,2,1,28,18,0,76
1,0,2,0,0,0,0,0,0
1,0,3,0,0,0,0,0,0
21,94,1,0,0,0,0,0,13
1,0,1,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0
29,76,1,0,0,0,0,0,16
7,0,1,0,0,0,0,0,0
2,73,2,0,0,0,0,0,1
31,268,1,0,0,0,0,0,20
1,0,3,0,0,0,0,0,0
1,0,11,0,0,0,0,0,0
13,11,165,0,0,9,2,0,2
107,758,55,0,0,12,4,0,77
46,222,92,649,5,30,3,0,5
1,0,1,0,0,0,0,0,0
95,381,2,0,0,0,0,0,94
94,774,1,0,0,0,0,0,82
83,444,16,0,0,3,3,0,59
1,0,1,0,0,0,0,0,0
56,593,2,0,0,1,1,0,52
1,0,4,0,0,0,0,0,0
10,0,2,0,0,0,0,0,0
9,158,2,0,0,1,1,0,9
1,0,6,0,0,0,0,0,0
1,3,1,0,0,0,0,0,0
134,1950,1,0,0,0,0,0,117
111,418,5,0,0,2,2,0,57
1,0,2,0,0,0,0,0,0
137,365,24,0,0,15,16,0,90
147,1165,1,0,0,0,0,0,134
1,0,1,0,0,0,0,0,0
73,198,7,0,0,1,1,0,60
31,143,2,0,0,0,0,0,13
7,36,3,0,0,0,0,0,4
198,306,14,0,0,13,13,0,108
248,937,90,0,0,7,5,0,175
165,133,1,0,0,0,0,0,97
1,0,1,0,0,0,0,0,0
38,213,5,0,0,1,1,0,25
4,39,1,0,0,0,0,0,4
1,0,2,0,0,0,0,0,0
2,34,51,0,0,1,1,0,2
12,94,7,0,0,2,3,0,11
42,406,2,0,0,1,1,0,29
8,16,1,0,0,0,0,0,7
1,0,35,0,0,0,0,0,0
238,883,1,0,0,0,0,0,183
7,27,922,5245,1,3,1,0,4
10,132,8,0,0,0,0,0,6
3,0,1,0,0,0,0,0,0
6,15,46,255,3,2,2,1,4
9,34,2,0,0,1,0,0,5
3,0,1,0,0,0,0,0,0
6,31,13,35,16,4,9,0,5
86,236,154,0,0,8,9,0,60
45,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
19,216,90,79,1,1,1,0,12
172,1901,467,0,0,69,74,0,160
13,1573,55,0,0,0,2,0,10
34,139,30,156,12,2,4,0,21
455,10886,11,0,0,5,7,0,287
407,8479,1,0,0,0,0,0,369
309,54,114,160,4,10,4,0,26
6,124,592,286,15,0,6,0,5
50,1299,4,0,0,0,0,0,40
9,264,2,0,0,0,0,0,6
86,149,2,0,0,0,0,0,45
3,33,4,0,0,1,1,0,2
5,0,1,0,0,0,0,0,0
17,215,1,0,0,0,0,0,6
16,87,1,0,0,0,0,0,11
9,277,29,0,0,0,1,0,6
18,17,108,182,5,7,4,1,5
327,106,13,0,0,5,3,0,42
229,1174,50,0,0,17,14,0,191
80,600,32,0,0,6,7,0,63
14,1884,6,0,0,0,0,0,12
1,0,1,0,0,1,0,0,0
1,0,1,0,0,0,0,0,0
194,1053,1,0,0,0,0,0,54
174,1509,15,0,0,0,0,0,163
34,332,46,0,0,2,4,0,26
15,0,1,0,0,0,0,0,0
3,511,295,0,0,0,48,0,3
5,88,2914,54,0,0,1,0,3
872,27588,101,0,0,70,66,0,827
14,51,6,0,0,5,5,0,10
1,0,1,0,0,0,0,0,0
2,0,3,0,0,0,0,0,0
32,1038,16,0,0,2,1,0,30
6,6,1267,87,1,4,3,0,3
191,538,1,0,0,1,0,0,79
91,90,273,96,10,38,11,0,16
15,235,1,0,0,0,0,0,9
1,19,2,0,0,0,0,0,1
1,0,2,0,0,0,0,0,0
218,827,1,0,0,0,0,0,182
27,280,3,0,0,2,2,0,18
610,314,1,0,0,0,0,0,122
10,184,231,0,0,1,2,0,8
1,0,1,0,0,0,0,0,0
75,2058,1,0,0,0,0,0,68
12,0,2,0,0,1,0,0,0
2,5,4,0,0,0,0,0,2
4,52,90,0,0,0,0,0,1
33,65,16,28,21,11,11,0,32
29,66,1769,0,0,10,3,0,9
770,9940,143,0,0,80,74,0,719
1,0,23,0,0,0,0,0,0
95,41,53,0,0,3,0,0,15
119,105,3,0,0,0,0,0,37
8,7,99,74,5,5,4,0,2
1,0,1,0,0,0,0,0,0
4,0,2,0,0,0,0,0,0
112,3964,7,0,0,0,0,0,99
2,65,29,0,0,0,0,0,2
8,46,1,0,0,0,0,0,3
33,923,1,0,0,1,1,0,28
19,147,30,0,0,6,4,0,11
77,460,10,0,0,1,1,0,46
4,0,1,0,0,0,0,0,0
96,10,96,31,6,47,3,1,4
34,251,4,0,0,0,1,0,17
1,0,18,0,0,0,0,0,0
23,94,15,0,0,8,10,0,21
34,361,17,0,0,7,8,0,26
74,302,33,195,30,5,4,1,33
58,62,1,0,0,0,0,0,5
62,92,77,35,7,20,15,0,30
1,0,1,0,0,0,0,0,0
1,0,180,5129,0,0,0,0,0
108,2511,489,0,0,23,28,0,102
6,0,1,0,0,0,0,0,0
13,339,2,0,0,0,0,0,12
22,42,1,0,0,0,0,0,10
293,3060,262,0,0,44,44,0,230
1,0,5,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0
4,144,1,0,0,0,1,0,1
287,1174,12,0,0,4,4,0,278
1,0,1,0,0,0,0,0,0
207,545,8,0,0,0,0,0,83
53,219,131,135,18,14,13,0,32
36,108,14,0,0,0,1,0,19
12,478,12,0,0,4,3,0,9
205,1109,18,0,0,2,2,0,190
256,582,5,0,0,0,0,0,122
8,105,173,289,13,1,0,0,6
7,24,1,0,0,0,0,0,5
12,51,12,0,0,0,0,0,11
26,23,41,0,0,6,4,0,8
5,13,1,0,0,0,0,0,4
1,40,1,0,0,0,0,0,1
2,0,1,0,0,0,0,0,0
54,191,26,0,0,6,0,0,17
18,0,1,0,0,0,0,0,0
10,227,2,0,0,1,1,0,5
13,268,2,0,0,0,0,0,11
192,34,3,0,0,1,0,0,6
3,69,4,0,0,1,0,0,1
62,61,1,0,0,0,0,0,19
1,0,1,0,0,0,0,0,0
78,15,1,0,0,0,0,0,10
273,1462,102,1226,141,40,38,1,240
31,363,97,0,0,4,2,0,26
106,480,133,0,0,3,4,0,43
10,28,1,0,0,0,0,0,10
22,200,222,890,28,6,12,0,16
2,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
2,0,2,0,0,0,0,0,0
98,1210,6,0,0,4,3,0,92
2,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
51,144,4,0,0,0,0,0,43
18,191,1350,61238,20,2,3,1,14
2,0,5,0,0,0,0,0,0
3,0,1,0,0,0,0,0,0
19,95,1,0,0,0,0,0,12
37,148,13,0,0,0,0,0,24
67,42,2,0,0,0,0,0,21
8,77,154,0,0,3,4,0,5
33,416,1,0,0,0,0,0,29
1,0,2,0,0,0,0,0,0
3,26,114,0,0,1,1,0,1
28,31,267,36,1,19,2,0,3
4,114,65,0,0,0,0,0,3
58,1546,4,0,0,0,0,0,55
338,4714,115,0,0,29,30,0,331
1,0,1,0,0,0,0,0,0
152,745,204,0,0,10,13,0,72
1,4,11,0,0,0,0,0,1
2,89,2,0,0,0,1,0,1
1,0,2,0,0,0,0,0,0
257,2972,15,0,0,7,6,0,240
1,0,1,0,0,0,0,0,0
72,258,101,0,0,1,2,0,70
23,88,3,0,0,0,0,0,10
2,0,1,0,0,1,0,0,0
260,738,1,0,0,0,0,0,227
115,25,1,0,0,0,0,0,10
14,334,1,0,0,0,0,0,11
9,151,1,0,0,0,0,0,5
80,496,3,0,0,0,0,0,55
23,126,2,0,0,1,1,0,13
12,29,8,6,4,6,7,0,11
12,141,10,0,0,1,1,0,10
74,77,54,262,5,15,2,1,11
12,112,1643,54,0,4,2,0,1
28,193,2,0,0,0,0,0,19
24,33,4,0,0,0,0,0,8
7,80,403,218,25,0,14,0,2
1,0,1,0,0,0,0,0,0
2,0,4,0,0,0,0,0,0
4,8,4,0,0,0,0,0,1
41,51,227,107,33,27,13,1,14
219,76,8,0,0,0,1,0,6
42,768,8,0,0,0,0,0,33
1,0,1,0,0,0,0,0,0
255,1344,115,174,75,74,73,1,247
14,141,1,0,0,0,0,0,11
71,203,208,982,36,18,14,1,55
46,261,28,0,0,1,1,0,40
28,245,799,23884,12,5,7,0,18
34,350,497,5551,33,8,10,1,32
8,2,236,134,1,7,1,0,1
8,41,2,0,0,0,0,0,6
57,265,27,0,0,6,9,0,43
6,58,1,0,0,0,0,0,4
44,75,37,162,10,6,4,1,31
23,0,3,0,0,0,0,0,0
21,121,2,0,0,0,0,0,13
38,126,15,0,0,0,0,0,16
56,300,1,0,0,0,0,0,44
66,1078,3,0,0,0,0,0,62
4,35,1,0,0,0,0,0,4
76,1,87,0,0,0,0,0,0
30,87,3,0,0,0,0,0,16
14,29,47,0,0,5,1,0,3
212,669,1138,20577,239,122,104,1,121
7,144,35,0,0,0,0,0,7
21,57,4,0,0,0,0,0,11
18,47,32,45,16,11,15,0,18
57,93,1,0,0,0,0,0,17
23,65,1,0,0,0,0,0,10
302,47,18,0,0,14,2,0,22
48,170,1,0,0,0,0,0,34
4,36,10,0,0,0,0,0,0
10,5,59,190,1,3,0,1,3
153,1322,18,0,0,2,3,0,123
8,0,1,0,0,0,0,0,0
30,153,1,0,0,0,0,0,12
67,140,5,0,0,0,0,0,30
25,472,1,0,0,0,0,0,24
30,2544,1,0,0,0,0,0,28
76,79,32,18,9,21,20,1,53
4,0,1,0,0,0,0,0,0
24,832,25,0,0,3,5,0,21
94,236,165,20,5,13,14,0,61
5,0,3,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
1,0,5,0,0,0,0,0,0
19,28,1,0,0,0,0,0,15
170,197,1381,0,0,63,61,0,153
10,203,83,0,0,3,5,0,7
121,113,2,0,0,1,0,0,29
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
20,1167,5,0,0,0,0,0,17
9,12,151,318,0,8,2,1,3
24,80,1,0,0,0,0,0,22
93,981,3,0,0,0,1,0,91
1,0,4,0,0,0,0,0,0
31,982,1,0,0,0,0,0,27
2,0,3,0,0,0,0,0,0
15,0,1,0,0,0,0,0,0
660,8142,383,0,0,192,190,0,657
6,0,1,0,0,0,0,0,0
22,50,12,0,0,1,1,0,9
23,35,22,0,0,12,5,0,6
30,266,2,0,0,0,0,0,18
13,160,2,0,0,0,0,0,4
58,1129,4,0,0,1,1,0,36
213,5217,235,0,0,79,79,0,205
29,235,1,0,0,1,1,0,22
1,0,7,0,0,0,0,0,0
17,43,34,94,25,16,15,1,16
12,122,1795,107,2,4,5,0,11
1,0,4,0,0,0,0,0,0
144,1840,6,0,0,1,1,0,100
133,1361,2,0,0,1,1,0,95
2,9,6,0,0,2,1,0,1
44,62,80,63,9,17,8,1,22
5,14,142,44,1,3,3,0,3
66,181,12,0,0,4,3,0,48
1,12,1,0,0,0,0,0,1
6,112,18,0,0,0,0,0,2
4,53,9,0,0,0,0,0,4
12,45,7,0,0,0,0,0,9
78,666,2,0,0,0,1,0,49
58,136,2,0,0,1,0,0,18
1,8,57,152,0,0,0,0,0
30,233,64,0,0,6,5,0,14
1,0,1,0,0,0,0,0,0
48,423,30,0,0,2,2,0,29
90,230,3,0,0,1,1,0,37
88,622,2,0,0,1,1,0,62
99,5020,883,0,0,72,97,0,95
13,89,39,0,0,2,4,0,11
2,0,6,0,0,0,0,0,0
12,123,3,0,0,0,0,0,7
50,245,214,6975,2,1,0,1,27
23,43,46,59,25,20,24,1,23
1,0,1,0,0,0,0,0,0
1,0,6,0,0,0,0,0,0
81,232,1,0,0,0,0,0,66
2,0,1,0,0,0,0,0,0
1,0,5,0,0,0,0,0,0
1,0,1,0,0,1,0,0,0
323,1666,4,0,0,2,0,0,229
25,182,1,0,0,0,0,0,20
394,2553,4,0,0,0,0,0,357
14,51,87,166,2,1,2,1,13
13,44,3,0,0,0,0,0,4
172,819,1,0,0,0,0,0,97
15,59,1,0,0,0,0,0,6
32,262,234,118,11,3,2,0,27
1,0,2,0,0,0,0,0,0
58,157,285,0,0,2,2,0,42
17,57,147,14,8,3,8,0,13
25,117,3,0,0,0,0,0,22
31,46,101,111,25,28,28,1,29
1,63,1444,26,3,0,2,0,0
10,0,1,0,0,0,0,0,0
32,339,5,0,0,0,0,0,22
3,6,20,0,0,0,0,0,2
1,0,1,0,0,0,0,0,0
14,1884,30,0,0,3,2,0,12
6,0,4,0,0,0,0,0,0
8,0,1,0,0,0,0,0,0
13,35,6,0,0,0,0,0,6
80,503,128,0,0,24,26,0,56
44,989,38,0,0,14,15,0,37
30,155,2,0,0,0,0,0,18
408,2642,60,0,0,21,25,0,354
6,38,1,0,0,0,0,0,0
65,428,1,0,0,0,0,0,43
307,1446,13,0,0,4,5,0,246
21,107,1,0,0,0,0,0,9
20,48,3,0,0,0,0,0,15
2,26,5,0,0,0,0,0,1
58,630,165,63,17,7,18,0,24
9,0,1,0,0,0,0,0,0
66,878,59,0,0,11,10,0,47
1,0,1,0,0,0,0,0,0
50,431,280,1809,25,12,16,1,45
7,0,1,0,0,0,0,0,0
164,26,15,0,0,7,1,0,5
150,511,85,0,0,2,2,0,85
19,49,7,0,0,4,4,0,19
1,0,1,0,0,0,0,0,0
143,1466,82,0,0,2,3,0,119
114,646,18,0,0,11,11,0,109
1,0,1,0,0,0,0,0,0
63,326,262,0,0,13,14,0,62
1,0,2,0,0,0,0,0,0
118,305,1,0,0,0,0,0,90
278,1134,57,93,14,10,17,0,115
85,42,2,0,0,0,0,0,33
376,3267,295,1597,265,102,120,1,368
7,22,1,0,0,0,0,0,0
30,153,2,0,0,1,1,0,19
34,634,77,0,0,11,14,0,25
3,21,11,0,0,0,0,0,2
1,0,1,0,0,0,0,0,0
889,30150,95,2615,564,53,57,1,873
301,1458,17,0,0,5,5,0,298
78,349,55,0,0,4,0,0,14
73,234,49,0,0,5,4,0,51
9,18,38,60,9,6,8,1,8
873,107917,1,0,0,0,0,0,736
26,458,16,0,0,0,0,0,7
19,110,1,0,0,0,0,0,15
61,95,45,0,0,6,5,0,47
458,145,10,58,11,7,5,1,84
24,484,1,0,0,0,0,0,22
143,453,1,0,0,0,0,0,76
6,31,1,0,0,0,0,0,0
37,551,65,0,0,4,5,0,34
8,203,3,0,0,0,0,0,6
10,6,873,107917,0,0,0,1,1
148,731,708,430,57,56,86,0,122
11,285,128,0,0,0,0,0,10
40,464,1,0,0,0,0,0,12
53,559,15,0,0,2,4,0,49
21,119,1,0,0,0,0,0,15
17,78,145,90,21,12,13,1,10
1,0,5,0,0,0,0,0,0
20,403,49,0,0,4,5,0,19
1,0,9,0,0,0,0,0,0
7,130,13,0,0,0,0,0,6
58,87,3,0,0,0,0,0,36
3,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
234,2526,53,0,0,16,17,0,220
11,168,17,0,0,0,1,0,10
33,80,2,0,0,0,0,0,0
1,16,1,0,0,0,0,0,1
88,616,503,16146,98,34,36,1,81
3,24,5,0,0,1,1,0,1
20,138,1,0,0,0,0,0,13
10,226,2,0,0,0,0,0,10
50,5531,1,0,0,0,0,0,48
49,89,3,0,0,0,0,0,20
1,0,1,0,0,0,0,0,0
65,262,194,0,0,8,6,0,49
164,1662,114,0,0,35,38,0,162
32,475,323,0,0,1,3,0,26
18,32,37,0,0,6,7,0,14
1,0,1,0,0,0,0,0,0
183,1443,95,0,0,22,24,0,164
3,79,1,0,0,0,0,0,3
18,48,102,0,0,3,0,0,3
1,0,15,0,0,0,0,0,0
5,26,6,0,0,0,0,0,3
4,0,1,0,0,0,0,0,0
85,42,798,316,38,84,37,1,33
22,161,98,0,0,1,2,0,20
172,424,1,0,0,0,0,0,115
24,617,9,0,0,3,2,0,23
1,0,2,0,0,0,0,0,0
33,403,1,0,0,1,0,0,21
9,122,2,0,0,0,0,0,7
28,93,26,0,0,0,0,0,13
7,35,9,0,0,0,0,0,3
5,34,7,0,0,4,4,0,5
16,65,2,0,0,0,0,0,12
1444,26,50,0,0,20,1,0,13
21,301,1,0,0,0,0,0,18
12,38,1,0,0,0,0,0,5
10,102,13,106,7,0,0,0,4
2,0,2,0,0,1,0,0,0
94,443,10,0,0,2,2,0,53
24,179,3,0,0,0,0,0,23
10,0,11,0,0,0,0,0,0
5,0,1,0,0,0,0,0,0
1,0,13,0,0,0,0,0,0
103,4006,1,0,0,0,0,0,87
1455,77787,1,0,0,1,1,0,1393
49,108,77,195,54,36,33,1,38
3,0,4,0,0,0,0,0,0
92,631,2,0,0,0,0,0,63
21,100,1,0,0,0,0,0,4
68,1104,55,0,0,17,13,0,54
3,29,3,0,0,0,0,0,3
1,0,3,0,0,0,0,0,0
1,0,4,0,0,1,0,0,0
25,16,750,93,12,21,11,1,6
3,0,1,0,0,0,0,0,0
11,0,5,0,0,0,0,0,0
27,3,11,0,0,3,0,0,0
1,15,16,0,0,0,2,0,0
4,61,4,0,0,0,0,0,3
20,118,1,0,0,0,0,0,8
8,97,1,0,0,0,0,0,3
67,8,1,0,0,0,0,0,2
50,233,104,0,0,1,2,0,40
3,11,29,81,3,2,2,1,3
1,54,1,0,0,0,0,0,1
62,368,170,0,0,20,17,0,38
12,0,2,0,0,0,0,0,0
11,17,45,143,11,6,6,1,8
112,268,2,0,0,0,0,0,47
3,0,1,0,0,0,0,0,0
80,420,43,0,0,0,0,0,80
144,0,1,0,0,0,0,0,0
6,106,33,135,7,0,1,1,4
12,12,1,0,0,0,0,0,8
22,357,130,0,0,4,3,0,18
3,0,3,0,0,0,0,0,0
3,4,1,0,0,0,0,0,3
30,80,1231,10357,24,20,13,0,15
108,364,2239,4519,48,83,81,0,105
9,47,3,0,0,0,0,0,5
8,0,2,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
62,266,12,0,0,8,8,0,49
450,98554,1,0,0,0,1,0,417
40,80,1,0,0,0,0,0,9
40,387,45,0,0,1,1,0,23
68,1324,10,0,0,0,0,0,55
69,195,12,0,0,0,0,0,24
108,208,469,22,6,54,29,0,25
41,318,121,0,0,27,25,0,34
4,0,2,0,0,0,0,0,0
1231,10357,220,175,49,53,53,1,1122
46,154,25,0,0,7,2,0,7
3,0,29,0,0,0,0,0,0
39,163,2,0,0,0,0,0,23
28,353,2,0,0,1,1,0,25
11,58,1,0,0,0,0,0,5
20,73,189,35,1,2,3,0,18
144,333,51,0,0,12,7,0,67
10,161,12,0,0,1,1,0,6
91,1112,38,0,0,3,3,0,84
41,208,33,0,0,2,2,0,41
1,0,2,0,0,0,0,0,0
20,237,4,0,0,0,0,0,10
1,0,2,0,0,0,0,0,0
27,193,4,0,0,0,0,0,6
19,221,1,0,0,0,0,0,18
11,689,2,0,0,0,0,0,8
6,29,2,0,0,0,0,0,5
1,22,667,32,5,0,4,0,1
3,32,5,0,0,1,2,0,3
2,0,3,0,0,0,0,0,0
61,1371,1,0,0,0,0,0,46
1,0,2,0,0,0,0,0,0
202,2409,81,0,0,21,21,0,188
62,1527,1,0,0,0,0,0,60
21,111,2,0,0,0,0,0,16
5,28,4,0,0,0,0,0,4
17,89,2,0,0,0,0,0,7
2,8,1,0,0,0,0,0,2
14,145,166,0,0,0,6,0,10
1,0,2,0,0,0,0,0,0
23,113,1,0,0,0,0,0,18
304,2162,105,313,64,21,33,0,213
1,0,2,0,0,0,0,0,0
23,127,1,0,0,0,0,0,23
53,298,177,0,0,0,2,0,46
1,0,1,0,0,0,0,0,0
84,3736,75,0,0,7,16,0,70
1,0,8,0,0,0,0,0,0
34,0,1,0,0,0,0,0,0
143,717,907,0,0,57,52,0,111
7,30,36,1483,0,0,0,0,4
78,288,1,0,0,0,0,0,65
2,0,2,0,0,0,0,0,0
158,567,18,0,0,3,4,0,140
705,64,1,0,0,0,0,0,28
755,333,25,105,33,22,22,1,237
8,6,147,14,3,8,5,0,4
122,79,2,0,0,0,0,0,4
1,76,180,36,9,0,3,0,1
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
84,838,1,0,0,0,0,0,78
1,0,1,0,0,0,0,0,0
94,817,173,0,0,3,2,0,89
1,0,1,0,0,0,0,0,0
3,0,1,0,0,0,0,0,0
194,4798,7,0,0,5,5,0,191
5,114,39,0,0,1,2,0,5
1,0,4,0,0,0,0,0,0
304,4550,2,0,0,0,0,0,191
16,176,1,0,0,0,0,0,12
19,1,3,0,0,0,0,0,1
94,887,1,0,0,1,1,0,57
215,238,4,0,0,0,0,0,60
31,228,189,1078,23,10,12,0,29
4,0,1,0,0,0,0,0,0
37,1909,2,0,0,0,0,0,36
2,0,2,0,0,0,0,0,0
30,118,1,0,0,0,0,0,11
63,179,2358,187,6,29,21,0,13
37,530,129,0,0,1,2,0,31
1,0,3,0,0,0,0,0,0
215,1983,59,0,0,18,16,0,175
12,153,882,280325,19,2,3,0,10
3,0,1,0,0,0,0,0,0
119,1292,83,244,6,5,7,0,103
22,179,5,0,0,1,1,0,16
53,49,279,1596,11,15,5,1,18
1,0,1,0,0,0,0,0,0
1,21,48,0,0,0,0,0,0
28,92,171,135,11,6,7,1,20
19,230,11,0,0,1,2,0,14
112,215,80,0,0,3,0,0,28
80,539,1,0,0,0,0,0,27
1,0,7,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0
33,122,1,0,0,0,0,0,8
5,1,614,0,0,0,0,0,0
1,0,7,140,0,0,0,0,0
4,0,4,0,0,1,0,0,0
27,450,10,0,0,0,0,0,21
9,34,10,0,0,0,0,0,9
29,182,2,0,0,0,0,0,11
1,10,3,0,0,0,0,0,0
68,575,1,0,0,0,0,0,59
1,6,627,39,0,1,1,0,1
1,0,1,0,0,0,0,0,0
48,1219,2,0,0,0,0,0,41
2,6,10,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
25,47,49,0,0,3,2,0,19
61,367,4,0,0,0,0,0,21
1,0,1,0,0,0,0,0,0
2,5,2,0,0,0,0,0,2
25,0,3,0,0,1,0,0,0
106,927,67,0,0,27,26,0,83
13,385,84,0,0,1,3,0,13
23,350,1272,0,0,2,2,0,19
35,174,15,0,0,5,4,0,20
77,309,1,0,0,0,0,0,63
5,162,1101,422106,10,0,4,1,3
23,193,626,0,0,10,10,0,19
19,139,3,0,0,0,0,0,11
1,0,1,0,0,0,0,0,0
106,1629,2,0,0,1,1,0,71
44,554,244,288,9,4,12,0,37
1,2,2,0,0,0,0,0,1
3,13,2,0,0,1,1,0,1
72,285,98,0,0,29,23,0,44
133,4489,2,0,0,0,0,0,121
425,2345,1555,574,73,200,229,0,342
54,494,1,0,0,0,0,0,45
363,3219,53,0,0,13,12,0,250
155,250,53,0,0,33,27,0,51
69,68,50,0,0,11,3,0,19
1,0,1,0,0,1,0,0,0
64,54,10,0,0,6,0,0,5
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
18,33,23,14,5,9,4,0,8
70,665,89,0,0,10,4,0,41
10,59,79,0,0,0,0,0,8
2,0,1,0,0,0,0,0,0
74,33,1,0,0,0,0,0,2
84,130,313,147,5,24,23,0,49
56,245,14,0,0,2,1,0,23
2,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
9,364,45,0,0,2,6,0,8
26,102,1,0,0,0,0,0,10
70,505,1202,0,0,27,20,0,52
76,781,31,0,0,15,15,0,71
78,1046,5,0,0,1,1,0,62
10,31,99,0,0,0,0,0,9
9,53,28,0,0,2,2,0,5
45,124,3,0,0,0,0,0,18
13,290,17,0,0,1,1,0,12
18,240,21,0,0,0,0,0,13
242,788,264,0,0,68,60,0,203
19,103,16,0,0,5,4,0,12
6,6,1345,5262,2,4,3,0,1
1,0,2,0,0,0,0,0,0
3,25,1,0,0,0,0,0,0
40,1116,4,0,0,3,3,0,22
106,235,9,0,0,7,7,0,63
12,81,75,0,0,1,1,0,10
1,0,1,0,0,0,0,0,0
290,10997,135,0,0,66,66,0,273
14,304,1,0,0,0,0,0,6
28,408,10,0,0,0,0,0,17
4,37,144,333,4,1,1,0,3
124,663,4,0,0,1,1,0,56
1,68,199,0,0,0,3,0,0
88,380,1,0,0,0,0,0,57
125,2422,3,0,0,0,0,0,119
1,4,18,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0
2,0,2,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
10,5,35,310,4,8,2,1,3
19,34,4,0,0,2,2,0,8
3,10,1,0,0,0,0,0,3
13,989,2,0,0,0,0,0,7
415,37080,1,0,0,0,0,0,396
17,186,11,0,0,1,1,0,7
24,158,6,0,0,4,5,0,22
102,4433,4,0,0,0,0,0,102
2,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
3,59,1743,16616,3,0,1,0,3
58,1929,2,0,0,0,1,0,55
23,42,1,0,0,0,0,0,5
8,0,2,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
284,4566,173,0,0,25,25,0,99
1,0,4,0,0,0,0,0,0
55,249,38,0,0,7,7,0,48
1,1,1,0,0,0,0,0,0
18,53,28,339,12,2,1,1,7
1,0,1,0,0,0,0,0,0
102,2421,18,0,0,0,0,0,102
9,27,1,0,0,0,0,0,6
12,283,1,0,0,0,0,0,7
40,137,313,147,2,10,14,0,34
452,16883,47,0,0,26,25,0,440
384,2509,9,0,0,1,1,0,358
12,359,5,0,0,0,0,0,7
2,0,4,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0
1,0,4,0,0,0,0,0,0
17,0,1,0,0,0,0,0,0
